0,SteveDaines,Andrea Bocelli s Easter gift to the world sung at the empty Duomo di Milano God bless you Andrea Bocelli,-0.1,"['andrea bocelli', 'easter', 'world sung', 'duomo', 'milano god', 'andrea bocelli']",R,Montana
1,SteveDaines,Cindy and I wish you all a Happy Easter The angel said to the women Do not be afraid for I know that you are looking for Jesus who was crucified He is not here he has risen just as he said Come and see the place where he lay Matthew 28 5 6,0.10000000000000003,"['cindy', 'happy easter', 'jesus', 'matthew']",R,Montana
2,SteveDaines,Glad to have gotten this done for Montana,0.5,"['glad', 'montana']",R,Montana
3,SteveDaines,Great news the 68 000 N95 masks have officially arrived in Montana This will go a long way for our healthcare providers on the front lines Glad to have gotten this done for MT,0.4166666666666667,"['great news', 'n95', 'montana', 'long way', 'healthcare providers', 'front lines', 'glad', 'mt']",R,Montana
4,SteveDaines,For God so loved the world that he gave his only Son that whoever believes in him should not perish but have eternal life For God did not send his Son into the world to condemn the world but in order that the world might be saved through him John 3 16 17 GoodFriday,0.35,"['god', 'eternal life', 'god', 'john', 'goodfriday']",R,Montana
5,SenatorTester,Wishing a very happy Easter to Montanans celebrating today Stay safe and be well,0.75,"['wishing', 'easter', 'montanans']",D,Montana
6,SenatorTester,The COVID 19 crisis has dealt a huge blow to MT s colleges and universities forcing them to close their doors to students and faculty I m proud to have secured 32 million to support Montana s institutions of higher learning as they weather this storm,0.4833333333333334,"['covid', 'huge blow', 'mt', 's colleges', 'montana', 's institutions']",D,Montana
7,SenatorTester,The 68k N95 masks have finally arrived in Montana helping to address the shortfall of critical protective gear for our health care workers This is good news but I ll keep pushing until our state has the 460 000 masks and other protective gear we need,0.14375,"['n95', 'montana', 'critical protective gear', 'health care workers', 'good news', 'protective gear']",D,Montana
8,SenatorTester,The Trump Admin has committed to sending an additional 68k masks to Montana hopefully bringing welcome progress for our health care workers But we continue to have a shortfall in protective equipment I ll be keeping my foot on the gas to get these critically needed supplies,0.4,"['trump admin', 'additional 68k masks', 'montana', 'health care workers', 'protective equipment']",D,Montana
9,SenatorTester,The job of the nonpartisan special watchdog is to ensure that money in this case 2 2 trillion taxpayer dollars is spent responsibly and that money goes to the folks who need it There s no time to play politics we must get Montanans relief they need now,0.15238095238095237,"['special watchdog', 'trillion taxpayer dollars', 'montanans']",D,Montana
10,SenatorBurr,He is not here he has risen just as he said Come and see the place where he lay Matthew 28 6 Wishing everyone a beautiful EasterSunday as even in difficult times we celebrate the hope we have through Christ s resurrection,0.175,"['matthew', 'wishing', 'eastersunday', 'difficult times', 'christ', 's resurrection']",R,North Carolina
11,SenatorBurr,I hope everyone has a happy and blessed GoodFriday,0.8,['goodfriday'],R,North Carolina
12,SenatorBurr,This is exactly how the PaycheckProtectionProgram is supposed to work Small businesses like and their employees are part of the glue that hold our communities together,0.0,"['paycheckprotectionprogram', 'small']",R,North Carolina
13,SenatorBurr,While families and friends may not be able to physically gather this year faith will always be an important part of how we come together Brooke and I wish everyone celebrating a Happy Passover,0.42500000000000004,"['year faith', 'important part', 'brooke', 'happy passover']",R,North Carolina
14,SenatorBurr,You can apply for a PaycheckProtectionProgram loan for your small business at your local SBA approved bank For more information and the latest guidance on approved lenders visit,0.1875,"['paycheckprotectionprogram', 'small business', 'sba', 'lenders visit']",R,North Carolina
15,SenThomTillis,Today we celebrate the resurrection of our Savior and give thanks for the hope it brings to all HappyEaster from our family to yours,0.2,"['savior', 'happyeaster']",R,North Carolina
16,SenThomTillis,If you have to leave your house for your own safety and the safety of those around you wear a mask COVID19 COVID19NC,0.6,"['own safety', 'covid19 covid19nc']",R,North Carolina
17,SenThomTillis,If you don t usually file a tax return the IRS non filers portal is open to submit your information to get the Economic Impact Payment File Online,-0.016666666666666663,"['don t', 'tax return', 'irs', 'non filers portal', 'impact payment file online']",R,North Carolina
18,SenThomTillis,I joined a bipartisan group of senators in urging to strongly press foreign governments to immediately release U S citizens and political prisoners detained abroad in order to protect them from COVID 19,0.10277777777777776,"['bipartisan group', 'foreign governments', 's citizens', 'political prisoners', 'covid']",R,North Carolina
