,user,tweetText,simplePolarity,nouns,party,state
0,SteveDaines,Look forward to Judge Amy Coney Barrett becoming Justice Amy Coney Barrett soon ConfirmACB,0.45,"['amy coney barrett', 'amy coney barrett', 'confirmacb']",R,Montana
1,SteveDaines,Thank you for signing the Savanna s Act into law today Sadly Montana s tribes are too familiar with stories such as Savanna s and this law is critical to protecting some of our most vulnerable in our MT tribal communities,-0.020833333333333332,"['thank', 'savanna', 's act', 'sadly montana', 's tribes', 'savanna', 'mt', 'tribal communities']",R,Montana
2,SteveDaines,Visited with Northern Cheyenne Tribal leaders today and talked about several issues impacting the community including COVID 19 This virus is devastating our Tribal communities We must do all we can to protect them,-0.5,"['visited', 'cheyenne tribal', 'covid', 'tribal']",R,Montana
3,SteveDaines,Met with Crow Tribal Chairman AJ Not Afraid today to discuss COVID 19 on the reservation and to drop off much needed supplies for the community to help stay healthy amp combat the pandemic,0.3333333333333333,"['met', 'crow tribal', 'aj', 'afraid', 'covid', 'healthy amp']",R,Montana
4,SteveDaines,Excited to chat with Kristi Borge and her class from Polaris Elementary School this morning to celebrate her being named Montana s Teacher of the Year,0.3375,"['excited', 'kristi borge', 'polaris', 'elementary school', 'montana', 'teacher']",R,Montana
5,SenatorTester,Happy Indigenous People s Day Today we are reminded to examine our history recognize the resiliency of our Native brothers and sisters and celebrate the past present and future contributions of our Native communities in making Montana the Last Best Place,0.25833333333333336,"['indigenous', 'people s day', 'native', 'future contributions', 'native', 'montana']",D,Montana
6,SenatorTester,Great news on the eve of Indigenous People s Day both my bipartisan Savanna s Act and Not Invisible Act have been signed into law providing vital support in the fight to address the MMIW crisis I ll always fight to help keep folks in Indian Country safe proud to get this done,0.55,"['great news', 'indigenous', 'people s day', 'savanna', 's act', 'invisible', 'vital support', 'mmiw', 'indian country']",D,Montana
7,SenatorTester,Folks like Lindsie are working tooth and nail and risking their lives to keep our communities safe We ve got to listen to the science here folks and do all we can to help frontline health care workers as we work to beat this virus MaskUpMT,0.5,"['folks', 'lindsie', 'frontline health care workers', 'maskupmt']",D,Montana
8,SenatorTester,In MT the stakes for the Census couldn t be higher funds for schools roads hospitals and an additional seat in Congress are all on the line and I are calling on the Census Bureau to do right by Montanans and keep the count open until 10 31,0.17857142857142858,"['mt', 'census', 'couldn t', 'schools roads hospitals', 'additional seat', 'congress', 'census', 'montanans']",D,Montana
9,SenatorTester,Hey and don t count Montana out I heard about your TurnoutChallenge and I want in Montana came 3rd in voter turnout in 18 and we are poised to do even better this election I m betting better than MN and CO Winner gets a brew or a few,0.2,"['hey', 'don t', 'montana', 'turnoutchallenge', 'montana', 'voter turnout', 'm betting', 'mn', 'co winner']",D,Montana
10,SenatorBurr,On Tuesday 9 30 AM Senate Intel will hold its nomination hearing for the Director of National Intelligence While attendance will be limited due to current public health guidelines the hearing will be livestreamed here,-0.049107142857142856,"['am senate', 'intel', 'nomination hearing', 'intelligence', 'current public health guidelines']",R,North Carolina
11,SenatorBurr,I want to wish a blessed Ramadan to all who will be observing a month of fasting and prayer,0.0,['ramadan'],R,North Carolina
12,SenatorBurr,With the 2020 presidential election approaching it s more important than ever that we remain vigilant against the threat of interference from hostile foreign actors,0.19375,"['presidential election', 'foreign actors']",R,North Carolina
13,SenatorBurr,One of the ICA s most important conclusions was that Russia s aggressive interference efforts should be considered the new normal That warning has been borne out as Russia and its imitators increasingly use information warfare to sow societal chaos and discord,0.29659090909090907,"['ica', 'important conclusions', 'russia', 'aggressive interference efforts', 'russia', 'information warfare', 'societal chaos']",R,North Carolina
14,SenatorBurr,In reviewing the ICA the Senate Intelligence Committee looked at two key questions Did the final product meet the initial task given by the President Was the analysis supported by the intelligence presented We found the ICA met both criteria,0.0,"['ica', 'intelligence', 'key questions', 'final product meet', 'initial task', 'was', 'ica']",R,North Carolina
15,SenThomTillis,My opening remarks on the first day of the hearing to consider Judge Amy Coney Barrett s nomination to the Supreme Court Judge Barrett knows the role of a Supreme Court Justice And she is the most qualified person for this job ConfirmACB SCOTUS,0.375,"['amy coney barrett', 's nomination', 'supreme court judge', 'barrett', 'supreme court justice', 'confirmacb scotus']",R,North Carolina
16,SenThomTillis,I look forward to participating in the first hearing to confirm Judge Amy Coney Barrett to the Supreme Court Judge Barrett has outstanding qualifications and will uphold the Constitution I look forward to advancing her nomination ConfirmACB,0.375,"['amy coney barrett', 'supreme court judge', 'barrett', 'outstanding qualifications', 'confirmacb']",R,North Carolina
17,SenThomTillis,I am proud to have advocated on behalf of the Port of Wilmington to secure these federal resources and I want to thank for choosing North Carolina for this important grant,0.5333333333333333,"['wilmington', 'federal resources', 'carolina', 'important grant']",R,North Carolina
18,SenThomTillis,The Port of Wilmington plays an important role in transporting goods throughout North Carolina and is an economic hub in the Wilmington area I ve visited multiple times and understand how crucial it is to continue investing in the port and improving it with updated technology,0.15000000000000002,"['wilmington', 'important role', 'carolina', 'economic hub', 'wilmington', 'multiple times']",R,North Carolina
19,SenThomTillis,I joined and to announce a 16 million grant from Port Infrastructure Development Program for the Port of Wilmington Earlier this year I wrote a letter to advocating for the grant,0.0,"['infrastructure', 'program', 'wilmington']",R,North Carolina
20,SenKevinCramer,Reference by to the 9 million votes already cast imply election results will determine the outcome of the hearings and confirmation vote They won t The same senators will be in office on November 4 as today SCOTUS hearings SCOTUSHearing,0.0,"['reference', 'election results', 'confirmation vote', 'november', 'scotus', 'scotushearing']",R,North Dakota
21,SenKevinCramer,Watching Judge Barrett s hearing is going to be a good moment for our country People will see she s up for the job and obstructionist tactics aren t going to be able to stop this well qualified and capable nominee from being confirmed,0.44999999999999996,"['watching', 'barrett', 's hearing', 'good moment', 'country people', 'obstructionist tactics aren t', 'capable nominee']",R,North Dakota
22,SenKevinCramer,Chris Wallace lost any integrity he may have possessed long ago He s incapable of objectivity,-0.05,['chris wallace'],R,North Dakota
23,SenKevinCramer,Had a good discussion about COVID19 relief negotiations on Republicans have the right approach a targeted package to help those who need immediate relief It s time for and Democrats to stop playing politics while Americans are hurting,0.4928571428571428,"['good discussion', 'covid19', 'relief negotiations', 'right approach', 'immediate relief', 's time']",R,North Dakota
24,SenKevinCramer, As good as it may look on paper on a given day we know it is very fragile say We can make the payroll,0.35,[],R,North Dakota
25,SenJohnHoeven,We appreciate USDA for providing these flexibilities and all of the school nutrition professionals in NorthDakota who work tirelessly to provide students with healthy nutritious meals,0.5,"['usda', 'school nutrition professionals', 'northdakota', 'healthy nutritious meals']",R,North Dakota
26,SenJohnHoeven,Joined the at their annual convention this morning to discuss efforts to help our ranchers overcome current difficulties and continue helping to ensure a fair amp transparent marketplace for NDag producers moving forward,0.35,"['joined', 'annual convention', 'current difficulties', 'fair amp transparent marketplace', 'ndag']",R,North Dakota
27,SenJohnHoeven,As chair of and my role on Appropriations we worked hard to make this idea into a reality and I appreciate the work of NorthDakota leadership amp the Trump Administration s continued commitment to Indian Country,-0.2916666666666667,"['northdakota', 'leadership amp', 'trump', 'administration s', 'indian country']",R,North Dakota
28,SenJohnHoeven,Marked the opening of the Law Enforcement Advanced Training Center at Camp Grafton to ensure tribal law enforcement officials have access to important training here in the Great Plains closer to the communities where they live amp serve,0.28939393939393937,"['marked', 'enforcement advanced training', 'grafton', 'ensure tribal law enforcement officials', 'important training']",R,North Dakota
29,SenJohnHoeven,Met with Mayor Bochenski amp Grand Forks Base Mission Committee today to discuss efforts to bolster including the Global Hawk fleet future unmanned aircraft missions Artic and Space Force opportunities,-0.07500000000000001,"['met', 'bochenski', 'forks base', 'mission committee', 'global hawk', 'aircraft missions', 'artic', 'space force opportunities']",R,North Dakota
30,SenatorFischer,As our ag producers finish up harvest I want to thank all the Nebraska farmers who have worked through natural disasters and global pandemics to continue feeding the world Happy Farmers Day,0.3,"['ag producers finish', 'nebraska', 'natural disasters', 'global pandemics', 'happy', 'farmers day']",R,Nebraska
31,SenatorFischer,Mental health is a crisis that has only been made worse by this pandemic Today we recognize World Mental Health Day to encourage everyone who might be suffering to speak up and look for help You are not alone in this fight,-0.15,"['mental', 'mental', 'health day']",R,Nebraska
32,SenatorFischer,The Lincoln South Beltway should serve as a model for future transportation projects I m proud of s hard work to get this project off the ground and help save Nebraska taxpayer s dollars Infrastructure investments like this will keep Nebraska moving forward,0.16944444444444443,"['lincoln', 'beltway', 'future transportation projects', 'hard work', 'nebraska', 'taxpayer s dollars', 'infrastructure', 'nebraska']",R,Nebraska
33,SenatorFischer,We are LIVE now at the Lincoln South Beltway s event Tune in,0.13636363636363635,"['live', 'lincoln', 'beltway', 's event tune']",R,Nebraska
34,SenatorFischer,I am happy to be joining s event today celebrating the progress of the Lincoln South Beltway I worked to help secure a 25 million federal grant for this project and look forward to seeing construction completed,0.6000000000000001,"['s event', 'lincoln', 'beltway', 'federal grant']",R,Nebraska
35,SenSasse,Jeff from Portland asks What is Orwellian doublespeak and how does it work,0.0,"['jeff', 'portland', 'orwellian']",R,Nebraska
36,SenSasse,Judge Barrett is a brilliant legal thinker and will be an excellent Supreme Court Justice,0.7000000000000001,"['barrett', 'brilliant legal thinker', 'excellent supreme court justice']",R,Nebraska
37,SenSasse,Committees aren t working because too many senators are more interested in making soundbite filled speeches for TV cameras so they can send fundraising emails than they are in doing the Senate s work of tackling the nation s long term problems,0.31999999999999995,"['aren t', 'tv cameras', 'senate s work', 'nation s', 'long term problems']",R,Nebraska
38,SenSasse,Chairman Xi s super hot totally real Canadian girlfriend found the cure,0.26111111111111107,"['xi', 'real canadian girlfriend']",R,Nebraska
39,SenSasse,This tweet is simply drunk partisanship Gen Soleimani has killed hundreds and hundreds of Americans and was actively plotting more This commander in chief any C in C has an obligation to defend America by killing this bastard,-0.08333333333333331,"['drunk partisanship', 'gen soleimani', 'america']",R,Nebraska
40,SenatorHassan,Happy NationalComingOutDay to all LGBTQ Americans Know you are loved and accepted no matter if you have already shared your story or if you are still waiting to,0.75,"['nationalcomingoutday', 'lgbtq', 'know']",D,New Hampshire
41,SenatorHassan,My son Ben has cerebral palsy His health and well being are dependent on expert care But his story isn t uncommon an estimated 130 million Americans have pre existing conditions That s WhatsAtStake in this rush to put Judge Barrett on the Supreme Court,0.8,"['ben', 'cerebral palsy', 'expert care', 'story isn t', 'whatsatstake', 'barrett', 'supreme court']",D,New Hampshire
42,SenatorHassan,it is only unlikely because you are more concerned with trying to rush a confirmation to the Supreme Court than providing desperately needed aid to people and small businesses,-0.16999999999999998,"['supreme court', 'small businesses']",D,New Hampshire
43,SenatorHassan,Today is WorldMentalHealthDay If you re struggling it can be too easy to feel like you re alone You re not has free resources and counseling and they re available 24 7 365,0.41111111111111115,"['worldmentalhealthday', 'free resources']",D,New Hampshire
44,SenatorHassan,SCAM ALERT If you receive a call claiming your Social Security number was compromised do not give out your personal information or send money,0.016666666666666666,"['scam alert', 'social security number', 'personal information']",D,New Hampshire
45,SenatorShaheen,It s shameful that this Supreme Court nominee is being rammed through the Senate as Americans are voting They should have a voice in this process,0.0,"['s shameful', 'supreme court nominee']",D,New Hampshire
46,SenatorShaheen,WhatsAtStake The healthcare of Granite Staters and millions of Americans The rights of women to make their own health care decisions Access to the ballot,0.6,"['whatsatstake', 'granite staters', 'own health care decisions', 'access']",D,New Hampshire
47,SenatorShaheen,Sending love and support to everyone coming out today on NationalComingOutDay And thank you to those showing solidarity by bravely sharing their coming out stories Love is love,0.575,"['sending', 'nationalcomingoutday', 'love']",D,New Hampshire
48,SenatorShaheen,When we empower girls they change the world In the U S Senate I will never stop fighting for equal rights and opportunity for girls in the U S amp around the globe InternationalDayoftheGirl,0.0,"['empower girls', 's senate', 'equal rights', 's amp', 'internationaldayofthegirl']",D,New Hampshire
49,SenatorShaheen,I introduced bipartisan legislation that would provide emergency funding so that our rural communities can repair their water amp wastewater infrastructure and continue to provide this essential service to NH families,0.0,"['bipartisan legislation', 'rural communities', 'water amp wastewater infrastructure', 'essential service', 'nh']",D,New Hampshire
50,SenBooker,Getting ready to speak in the hearing about WhatsAtStake as Senate Republicans ram through their illegitimate Supreme Court nominee Health care for millions Roe v Wade So much is on the line are fighting for Americans Watch,0.2,"['whatsatstake', 'supreme court nominee health care', 'roe', 'wade', 'watch']",D,New Jersey
51,SenBooker,Let s be clear nothing about today s hearing is normal It s not normal that are rushing through a confirmation hearing violating their own words all to ensure that millions of Americans will lose their health care in the middle of a pandemic,0.15499999999999997,"['s hearing', 'confirmation hearing', 'own words', 'health care']",D,New Jersey
52,SenBooker,At least two members of have recently been diagnosed with COVID 19 and we have no idea what kind of threat they or others pose to those around them today because they refuse to agree to mandatory testing,0.09999999999999999,"['covid', 'others pose']",D,New Jersey
53,SenBooker,Today we are holding a hearing on a Supreme Court nominee rushing through an illegitimate process when we re supposed to be working to protect the health and safety of Americans and we can t even do it in our own workplace,0.6,"['supreme court nominee', 'illegitimate process', 'own workplace']",D,New Jersey
54,SenBooker,In New Jersey 595 000 people would lose their coverage without the Affordable Care Act that s WhatsAtStake right now as Senate Republicans rush through their illegitimate Supreme Court nominee,0.21103896103896103,"['jersey', 'care', 'whatsatstake', 'supreme court nominee']",D,New Jersey
55,SenatorMenendez,Before the ACA women paid more for health care because they were women Before the ACA it was harder for Blacks and Latinos to access care Before the ACA a disability or pre existing condition could deny you coverage We can t let Trump s SCOTUS pick take us backwards,0.2,"['aca', 'health care', 'aca', 'latinos', 'access care', 'aca', 'trump', 'scotus']",D,New Jersey
56,SenatorMenendez,If Trump s SCOTUS nominee overturns RoeVWade millions will lose their right to reproductive freedom That s WhatsAtStake for New Jerseyans like Sophia Share your story with me,0.21103896103896103,"['trump', 'scotus', 'nominee overturns', 'roevwade', 'reproductive freedom', 'whatsatstake', 'jerseyans', 'sophia share']",D,New Jersey
57,SenatorMenendez,On this day in 2011 27 Copts were massacred during the Maspero demonstrations against anti Coptic violence Although Egyptian authorities have taken some welcome steps since then far too many Copts continue to face violent attacks and discrimination for their faith,0.14999999999999997,"['copts', 'maspero', 'coptic', 'egyptian', 'copts', 'violent attacks']",D,New Jersey
58,SenatorMenendez,If Trump and the GOP ram through their SCOTUS nominee and gut the ACA millions of Americans would lose coverage Are you one of them Share your story with me,0.0,"['trump', 'gop ram', 'scotus', 'aca', 'share']",D,New Jersey
59,SenatorMenendez,I have spoken out about her detention multiple times first on IWD20 and most recently in a Senate resolution on women political prisoners No one should be unjustly detained for defending human rights,0.125,"['multiple times', 'iwd20', 'senate resolution', 'political prisoners', 'human rights']",D,New Jersey
60,MartinHeinrich, A vote to confirm Judge Barrett is a vote to terminate the Affordable Care Act,0.0,"['barrett', 'care']",D,New Mexico
61,MartinHeinrich,We ve flattened the curve before and it s time to do it again With COVID cases going up it s critical you mask up Keep your distance Limit interactions and avoid mass gatherings,0.0,"['s time', 'covid', 'keep', 'limit', 'mass gatherings']",D,New Mexico
62,MartinHeinrich,If you haven t received an Economic Impact Payment yet amp you re not required to file a federal income tax return you must provide information to the IRS to be eligible for the EIP You now have until November 21 to do so Access the non filers tool here,0.2,"['haven t', 'impact payment', 'federal income tax return', 'irs', 'eip', 'november', 'access', 'non filers tool']",D,New Mexico
63,MartinHeinrich,The pandemic has taken a toll on many Americans mental health The ACA improves access to screenings amp treatment for mental illnesses like depression If Republicans succeed at repealing it millions will lose these services at a time when they need them most WhatsAtStake,0.2,"['mental health', 'aca', 'improves access', 'screenings amp treatment', 'mental illnesses', 'whatsatstake']",D,New Mexico
64,MartinHeinrich,There are only 33 days until SCOTUS hears the case attempting to strike down the ACA It s unconscionable that during a massive public health crisis this administration is still dead set on taking away millions of Americans access to health care WhatsAtStake,-0.07111111111111112,"['scotus', 'aca', 'massive public health crisis', 'dead set', 'health care', 'whatsatstake']",D,New Mexico
65,SenatorTomUdall,Today begin rushed SCOTUS hearings during a pandemic after multiple GOP senators tested positive w 9 million ballots cast in the presidential election They re pushing through a judge to end ACA instead of getting people relief they need WhatsAtStake,0.11363636363636363,"['scotus', 'multiple gop senators', 'positive w', 'ballots cast', 'presidential election', 'aca', 'people relief', 'whatsatstake']",D,New Mexico
66,SenatorTomUdall,Today is IndigenousPeoplesDay As the original stewards of this land Indigenous peoples have tirelessly defended their cultures traditions and way of life Today let s truly reflect on our nation s history and recommit to honoring our responsibilities to Native communities,0.375,"['indigenouspeoplesday', 'original stewards', 'indigenous', 'cultures traditions', 'nation s history', 'native']",D,New Mexico
67,SenatorTomUdall,Today New Mexico had 488 new COVID19 cases a record Hospitals are filling up Please stay at home if you can wear a mask if you are out and keep a safe distance from others Let s do all we can to protect each other and reduce the case count,0.16193181818181818,"['mexico', 'covid19', 'hospitals', 'please', 'safe distance']",D,New Mexico
68,SenatorTomUdall,Chimpanzees retired from medical research must be treated humanely I m proud to work with to make sure we stop wasting taxpayer on an insufficient facility amp send these chimps to live out their lives in sanctuary as Congress intended,0.3590909090909091,"['chimpanzees', 'medical research', 'insufficient facility amp', 'congress']",D,New Mexico
69,SenatorTomUdall,WhatsAtStake If GOP puts another far right judge on SCOTUS it would be especially dangerous to women of color who are disproportionately hurt by the very pandemic amp economic crisis is ignoring to push through this nomination The report,-0.04285714285714286,"['whatsatstake', 'right judge', 'scotus', 'pandemic amp', 'economic crisis']",D,New Mexico
70,SenCortezMasto,On IndigenousPeoplesDay and every day I m committed to reflecting on the proud heritage and honoring the rich legacy of indigenous communities all across our state and country I ll continue working to restore and uphold the rights of indigenous people every day,0.5875,"['indigenouspeoplesday', 'proud heritage', 'rich legacy', 'indigenous communities', 'indigenous people']",D,Nevada
71,SenCortezMasto,Important news for local business owners amp nonprofits in Nevada Starting Oct 19 new grants made available through the Pandemic Emergency Technical Support Grant Program will be available to you and your business or organization More info here,0.22954545454545455,"['important news', 'local business owners amp nonprofits', 'nevada', 'oct', 'new grants', 'pandemic emergency technical support grant program']",D,Nevada
72,SenCortezMasto,Thank you to for leading this bill with me amp the President for signing this bipartisan legislation No longer will these women be invisible amp may the memory of Savanna LaFontaine Greywind live on in the law that bears her name,0.13636363636363635,"['thank', 'bipartisan legislation', 'invisible amp', 'savanna lafontaine greywind']",D,Nevada
73,SenCortezMasto,It s official my NotInvisible Act amp SavannasAct were signed into law The signing puts us on a path towards greater justice for thousands of Native women and girls who have been missing trafficked or taken far too soon,0.13333333333333333,"['notinvisible', 'act amp', 'savannasact', 'native']",D,Nevada
74,SenCortezMasto,I want the LGBTQ community in Nevada and across America to know that you are loved and supported on NationalComingOutDay and every day I m committed to protecting your rights and ending discrimination so that you can love who you love and proudly be who you are,0.625,"['lgbtq', 'nevada', 'america', 'nationalcomingoutday']",D,Nevada
75,SenJackyRosen,On IndigenousPeoplesDay we honor indigenous history amp culture and recommit to working to ensure all of our tribal communities thrive,0.0,"['indigenouspeoplesday', 'honor indigenous history amp culture', 'tribal communities thrive']",D,Nevada
76,SenJackyRosen,We re still in a pandemic Wear a mask,0.0,['wear'],D,Nevada
77,SenJackyRosen,Pleased to see nearly 200 000 awarded to the Shoshone Paiute Tribes of Duck Valley by These funds will be used to enhance access to data on environmental protection systems and programs,0.3,"['pleased', 'shoshone paiute tribes', 'duck', 'enhance access', 'environmental protection systems']",D,Nevada
78,SenJackyRosen,The 2020 Census deadline has been extended to October 30th Filling out the census is more important than ever Your participation matters census data will be used to allocate funding for schools hospitals and more GetCounted today,0.4666666666666666,"['census', 'october', 'filling', 'your', 'participation matters census data', 'schools hospitals', 'getcounted']",D,Nevada
79,SenJackyRosen,There is no denying Americans need access to timely mail service especially in the middle of a pandemic A report released by confirmed Postmaster DeJoy s policies seriously harmed mail service We must protect USPS,0.016666666666666677,"['need access', 'postmaster dejoy', 's policies', 'usps']",D,Nevada
80,gillibrandny,In Syracuse I stood with Assemblywoman Pam Hunter who served in our military other veterans and advocates to push for my WarFightersBill,-0.1125,"['syracuse', 'assemblywoman pam hunter', 'warfightersbill']",D,New York
81,gillibrandny,In Albany I joined veterans and advocates to call for my WarFightersBill which would help veterans with diseases linked to burn pits and other toxic exposures get the benefits and care they need,-0.125,"['albany', 'warfightersbill', 'burn pits', 'toxic exposures']",D,New York
82,gillibrandny,I also joined and at the American Legion in Valley Stream on Long Island to discuss the WarFightersBill which would help veterans with diseases linked to burn pits and other toxic exposures get the benefits and care they need,-0.05833333333333333,"['american legion', 'stream', 'long island', 'warfightersbill', 'burn pits', 'toxic exposures']",D,New York
83,gillibrandny,This morning I held a press conference with of and of in NYC to push for my WarFightersBill These veterans shouldn t be forced to fight for coverage if they re sick they need health care amp benefits period,-0.5071428571428571,"['press conference', 'nyc', 'warfightersbill', 'veterans shouldn t', 'health care amp benefits period']",D,New York
84,gillibrandny,At the Downtown Waterfront Amphitheater in Yonkers I joined and to call for the passage of the RESTART Act legislation to support live event venues and small and mid sized businesses that are struggling to recover,-0.03787878787878788,"['waterfront amphitheater', 'yonkers', 'restart', 'act legislation', 'event venues']",D,New York
85,SenSchumer, WATCH tells the story of a pair of twin sisters in Minnesota whose coverage would be threatened if the AC,0.0,"['watch', 'twin sisters', 'minnesota', 'ac']",D,New York
86,SenSchumer, WATCH tells the story of Mary a Vermonter who is scared of losing coverage for her rare neurological disord,0.3,"['watch', 'mary', 'vermonter', 'rare neurological disord']",D,New York
87,SenSchumer, I want to introduce you to one of my constituents Conner He s 10 amp suffers from Duchenne Muscular Dystrophy an incur,-0.6,"['conner', 'amp suffers', 'duchenne muscular dystrophy']",D,New York
88,SenSchumer, tells the story of Laura a Rhode Islander who depends on coverage under the ACA for a hereditary kidney di,0.0,"['laura', 'rhode islander', 'aca', 'hereditary kidney di']",D,New York
89,SenSchumer,These are the faces of Americans across this country who could lose their health care We are telling their stories This is WhatsAtStake A vote by any Senator for Judge Amy Coney Barrett is a vote to rip away health care for millions Democrats are fighting for health care,0.0,"['health care', 'whatsatstake', 'amy coney barrett', 'health care', 'health care']",D,New York
90,SenSherrodBrown,President Trump and Mitch McConnell have given up relief for Americans but they ll move HEAVEN AND EARTH to get another corporate justice on the Supreme Court Why Because the Supreme Court begins to decide on the fate of the ACA in 34 days WhatsAtStake,0.0,"['trump', 'mitch mcconnell', 'heaven and earth', 'corporate justice', 'supreme court', 'supreme court', 'aca', 'whatsatstake']",D,Ohio
91,SenSherrodBrown, President Trump explicitly promised that anyone he nominated to the Supreme Court would be a vote to overturn the Affordabl,0.0,"['trump', 'supreme court', 'affordabl']",D,Ohio
92,SenSherrodBrown,The ACA s Medicaid expansion has ensured hundreds of thousands of people can get treatment for substance use disorder If President Trump s SCOTUS pick is confirmed all of that will be taken away DURING an addiction crisis WhatsAtStake,0.4,"['aca', 'medicaid', 'substance use disorder', 'trump', 'scotus', 'during', 'addiction crisis', 'whatsatstake']",D,Ohio
93,SenSherrodBrown, Our states cities and tribal governments are on the front lines combating COVID19 They are in desperate need of ad,-0.6,"['states cities', 'tribal governments', 'front lines', 'covid19', 'desperate need']",D,Ohio
94,SenSherrodBrown, Hearing these stories and so many others I m more determined than ever to ProtectOurCare We need,0.5,"['hearing', 'protectourcare']",D,Ohio
95,senrobportman,The American Bar Association has once again given Amy Coney Barrett its highest rating and determined that she is Well Qualified to serve on SCOTUS,0.0,"['american bar association', 'amy coney barrett', 'well qualified', 'scotus']",R,Ohio
96,senrobportman,This pandemic has shown us that we can no longer rely on countries like China to produce our critical medical supplies That s why I introduced legislation to incentivize PPE manufacturers to bring production and jobs back to the United States,0.0,"['china', 'critical medical supplies', 'ppe']",R,Ohio
97,senrobportman,I hope the Senate and my colleagues on the other side of the aisle will give Judge Any Coney Barrett a fair and thorough evaluation as a nominee,0.2875,"['coney barrett', 'thorough evaluation']",R,Ohio
98,senrobportman,We can protect the environment and promote conservation while also creating jobs and spurring economic growth More in my op ed for,0.35,['economic growth'],R,Ohio
99,senrobportman,Amy Coney Barrett is a highly qualified well respected judge who will apply the law as written and not legislate from the bench,0.16,['amy coney barrett'],R,Ohio
100,JimInhofe,The Court s decisions are encouraging because they both affirm and clarify religious freedoms setting precedent that will guide the Nation for years to come Yet one thing remains clear we must continue to fight for our Constitutional rights,0.05000000000000001,"['court s decisions', 'religious freedoms setting precedent', 'nation', 'constitutional']",R,Oklahoma
101,JimInhofe,Third in the cases Our Lady of Guadalupe vs Morrissey Berru amp St James Catholic School v Biel the Court preserved religious institutions ability to make personnel decisions central to advancing their religious mission without government interference,0.0,"['guadalupe', 'morrissey berru', 'st james', 'catholic school v', 'biel', 'religious institutions ability', 'personnel decisions', 'religious mission', 'government interference']",R,Oklahoma
102,JimInhofe,This ruling showed that the government has the authority to issue such exemptions and that religiously motivated entities should not be coerced to purchase medicines that go against their sincerely held beliefs My full thoughts here,0.2125,"['such exemptions', 'full thoughts']",R,Oklahoma
103,JimInhofe,Second in Little Sisters of the Poor v Pennsylvania the Court upheld the Trump administration s exemption to the Obama era contraceptive mandate which mandated coverage of contraceptives that can cause abortions,-0.19583333333333333,"['little sisters', 'poor', 'pennsylvania', 'trump', 'administration s exemption', 'obama', 'era contraceptive mandate']",R,Oklahoma
104,JimInhofe,This decision clarifies the First Amendment s role in school choice and will protect families in Oklahoma from discrimination simply because they are choosing an education for their kids at a religious institution Read my entire op ed here,0.0625,"['decision clarifies', 'amendment', 's role', 'school choice', 'oklahoma', 'religious institution', 'read', 'entire op']",R,Oklahoma
105,SenatorLankford, Judge Barrett receives The American Bar Association s highest rating well qualified to serve as Associate Justice of the Supr,0.0,"['barrett', 'american bar association s', 'associate', 'supr']",R,Oklahoma
106,SenatorLankford,Hearings have begun for Judge Barrett Today the committee will start with opening statements You can follow along or watch live with the link below,0.13636363636363635,"['hearings', 'barrett']",R,Oklahoma
107,SenatorLankford,This is a health crisis we should focus on the health issues and helping those most in need 92 of Americans are working there are people and businesses that do need help but lets not make the situation worse with more spending than what is essential 2 2,0.15,"['health crisis', 'health issues']",R,Oklahoma
108,SenatorLankford,Went through the details with my colleagues of the WH negotiations with Pelosi over another COVID bill They are still very far apart Pelosi and the Democrats are demanding huge sums of taxpayer money and wide latitude on how they want to spend it 1 2,0.14333333333333334,"['went', 'wh', 'pelosi', 'covid', 'pelosi', 'huge sums', 'taxpayer money', 'wide latitude']",R,Oklahoma
109,SenatorLankford,Now they are already laying the ground work for a 25th Amendment challenge they reject peaceful transitions of power yet say President Trump refuses,0.25,"['ground work', 'amendment', 'reject peaceful transitions', 'trump']",R,Oklahoma
110,SenJeffMerkley,Ben Sasse asks What is court packing Answer Republicans breaking all precedents in order to completely bias the Supreme Court to produce a legislative outcome the destruction of healthcare for millions of Americans that they couldn t win in Congress,0.45,"['ben sasse', 'supreme court', 'legislative outcome', 'couldn t', 'congress']",D,Oregon
111,SenJeffMerkley,At this moment Rs are all about turning the Supreme Court into a super legislature for the powerful For the wealthy For the privileged This is all about creating a politicized court to destroy government of by and for the people,0.23333333333333334,"['rs', 'supreme court', 'super legislature']",D,Oregon
112,SenJeffMerkley,You may wonder why this hearing is moving forward today despite a COVID outbreak Here s a big part of the answer Republicans see this vacancy as their last ditch effort to overturn the ACA and take away YOUR protections for preexisting conditions That s WhatsAtStake,0.0,"['covid', 'big part', 'ditch effort', 'aca', 'your', 'whatsatstake']",D,Oregon
113,SenJeffMerkley,Dark money groups are pumping in millions to ensure Barrett s confirmation The privileged amp powerful know this is the chance to tilt the courts in their favor for years to come Americans deserve to know the truth about who is pushing this nominee forward,0.075,"['dark', 'money groups', 'barrett', 's confirmation', 'privileged amp']",D,Oregon
114,SenJeffMerkley,The ACA included historic new anti discrimination protections for LGBTQ patients across the country On NationalComingOutDay we must work to ensure these protections aren t dismantled Those out today and those coming out tomorrow deserve nothing less,-0.010101010101010102,"['aca', 'discrimination protections', 'lgbtq', 'nationalcomingoutday', 'protections aren t']",D,Oregon
115,RonWyden,Republicans never met a form of voter suppression they didn t like,0.0,"['voter suppression', 'didn t']",D,Oregon
