0,SteveDaines,Look forward to standing w tomorrow while he signs the USMCA This is a huge win for our farmers and ranchers,0.6000000000000001,['usmca']
1,SteveDaines,Today marks 75 years since Auschwitz was liberated Let us reflect on this dark chapter in world history amp remember the 6 million Jewish lives lost under Nazi persecution NeverAgain HolocaustMemorialDay,-0.075,"['auschwitz', 'dark chapter', 'world history amp', 'nazi', 'neveragain holocaustmemorialday']"
2,SteveDaines,An honor to be w the Little Shell tonight celebrating long overdue federal recognition Congratulations Chariman Gray and the whole Tribe no more kicking the can down the road,-0.08861111111111111,"['shell', 'long overdue', 'federal recognition', 'congratulations chariman', 'tribe']"
3,SteveDaines,Very strong opening by s attorneys today It s not a one sided partisan show anymore POTUS is finally getting the chance to defend himself,0.2816666666666667,"['s attorneys', 'partisan show', 'potus']"
4,SteveDaines,Incredible to see Americans across the country of all ages MarchForLife I stand with you and so does,0.9,"['incredible', 'marchforlife']"
5,SenatorTester,On International Holocaust Remembrance Day we honor the millions of innocent Jews murdered during the Holocaust and reaffirm our commitment to rooting out anti Semitism and hatred wherever it exists Today WeRemember,0.25,"['holocaust remembrance', 'jews', 'holocaust', 'semitism', 'weremember']"
6,SenatorTester,DollyPartonChallenge,0.0,['dollypartonchallenge']
7,SenatorTester,Read more here,0.5,['read']
8,SenatorTester,Just got word that a new aircraft apron for the Montana Air Natl Guard s C 130s will be built in Great Falls This is a key investment that will strengthen the mission at the Montana Air Natl Guard and make sure that our C 130s stay in fighting shape for years to come,0.3590909090909091,"['new aircraft apron', 'montana', 'natl', 'guard s c 130s', 'key investment', 'montana', 'natl', 'c 130s']"
9,SenatorTester,Devastated to learn that Montana Air National Guardsman Ian McBeth was killed fighting fires in Australia Sharla and I are thinking of his family and are so grateful to the folks who put themselves in harm s way at home and halfway across the world,-0.2,"['devastated', 'montana', 'guardsman ian mcbeth', 'australia sharla', 'harm s way']"
10,SenatorBurr,While the U S must consider its own security and economic priorities I m committed to working with U S officials the U K and other allies as we move forward including by supporting the development of credible alternatives to Huawei 2 2 MORE,0.3041666666666667,"['own security', 'economic priorities', 's officials', 'u k', 'credible alternatives', 'huawei', 'more']"
11,SenatorBurr,I m deeply troubled by the U K s decision to allow Huawei to build components of its 5G network The risks Huawei poses are well documented and impossible to ignore Once the door is opened they may also prove impossible to contain 1 2,-0.611111111111111,"['u k', 's decision', 'huawei', '5g network', 'huawei']"
12,SenatorBurr,The 2019nCoV outbreak is just one example of why we need to stay vigilant against public health threats The Pandemic and All Hazards Preparedness and Advancing Innovation Act signed into law last year will keep America prepared to respond with innovative countermeasures,0.16666666666666666,"['2019ncov outbreak', 'public health threats', 'pandemic', 'hazards preparedness', 'advancing innovation', 'america', 'innovative countermeasures']"
13,SenatorBurr,We will NeverForget the horrific atrocities committed during the Holocaust On HolocaustRemembranceDay we remember those who were liberated from Auschwitz on this day and we honor the memory of the millions more who were brutally killed,-0.2333333333333333,"['neverforget', 'horrific atrocities', 'holocaust', 'holocaustremembranceday', 'auschwitz']"
14,SenatorBurr,Glad is doing something about this Too many people are fraudulently claiming disability needs to bring any variety of animals on a flight It s not fair to those who do need trained service dogs other passengers or the airlines,0.13125,"['glad', 'too', 'disability needs', 'service dogs']"
15,SenThomTillis,The only thing we ve seen from the impeachment trial is a political exercise by Chuck and Nancy to prevent us from continuing to do the good work we ve been doing for the American people It s time to end this sham,0.09999999999999999,"['impeachment trial', 'chuck', 'nancy', 'good work', 'american people', 's time']"
16,SenThomTillis,I co introduced a resolution declaring this week National SchoolChoiceWeek School choice allows families to make decisions that work best for their children and ensures that every child in the nation has an opportunity to succeed,1.0,"['schoolchoiceweek', 'school choice']"
17,SenThomTillis,This is a political impeachment I hope we ll be voting soon to acquit President so we can move on and work on the issues that are important to the people in North Carolina and the United States,0.2,"['political impeachment', 'acquit president', 'carolina']"
18,SenThomTillis,On HolocaustMemorialDay we remember the lives of 6 million Jews and the millions of other victims of the murderous Nazi regime We must continue to fight against hate and anti Semitism NeverAgain,-0.4625,"['holocaustmemorialday', 'jews', 'nazi', 'semitism neveragain']"
19,SenThomTillis,Susan and I send our deepest condolences to the 363rd Engineer Battalion 411th Engineer Brigade based out of Knightdale NC and the family of Wilmington native Spc Antonio I Moore His service and sacrifice will always be remembered,0.0,"['susan', 'deepest condolences', 'engineer', 'battalion 411th', 'engineer brigade', 'knightdale nc', 'wilmington', 'spc antonio', 'moore']"
20,SenKevinCramer,Getting ready for to sign USMCA It s Good for North America Good for the United States Good for North Dakota,0.575,"['usmca', 'america', 'dakota']"
21,SenKevinCramer,Heading to the this morning to join as he signs USMCA I visited with the s athey about why was uniquely prepared to deliver this and other trade victories for the American people,0.08333333333333333,"['heading', 'usmca', 's athey', 'trade victories', 'american people']"
22,SenKevinCramer,Life begins at conception Our laws should reflect that truth especially when it comes to helping mothers provide for the welfare of their children If we are going to be pro life we should be pro all of life and ensure we give moms the support they need,0.0,['pro life']
23,SenKevinCramer,I can t imagine why doesn t trust these bureaucrats via,0.0,['doesn t trust']
24,SenKevinCramer,Hard working folks in middle America watch idiots like these on and feel sorry for them confident they will one day grow up to be as smart and balanced as the average North Dakota grade school student,-0.14676870748299323,"['hard', 'america', 'dakota', 'grade school student']"
25,SenJohnHoeven,While there is still much work to do including good faith negotiations from Palestinian leaders amp ending terrorism we welcome this important step forward 2 2,0.525,"['good faith negotiations', 'palestinian', 'leaders amp', 'important step']"
26,SenJohnHoeven,The plan announced by the president today helps advance the cause of peace while maintaining strong support for a critical ally Israel At the same time it helps lay the groundwork for self governance amp greater prosperity for the Palestinian people 1 2,0.23333333333333334,"['strong support', 'critical ally', 'israel', 'self governance amp', 'palestinian']"
27,SenJohnHoeven,Today HolocaustRemembranceDay marks 75 years since Auschwitz Birkenau was liberated Though years have passed WeRemember survivors amp those whose lives were lost during the Holocaust,0.0,"['holocaustremembranceday', 'auschwitz birkenau', 'weremember', 'survivors amp', 'holocaust']"
28,SenJohnHoeven,Looking forward to honoring at the White House again this year The Bison had a tremendous season winning their 8th FCS championship in an undefeated season We ve already been in touch with the WH and NDSU about honoring them in our nation s capital,0.27777777777777773,"['looking', 'white house', 'bison', 'tremendous season', 'fcs', 'wh', 'ndsu', 'nation s capital']"
29,SenJohnHoeven,It s great to see so many young people taking an active role in supporting the pro life cause Met w NorthDakota students this morning who traveled to DC for MarchForLife We re thankful for the dedication amp efforts of all ensuring our nation continues to respect amp value life,0.30333333333333334,"['young people', 'active role', 'pro life', 'met', 'northdakota', 'dc', 'marchforlife', 're thankful', 'dedication amp efforts', 'respect amp value life']"
30,SenatorFischer,I m heading to the now to watch sign another historic trade deal The USMCA is so important to Nebraska and our farmers ranchers and manufacturers,0.2,"['historic trade', 'usmca', 'nebraska', 'farmers ranchers']"
31,SenatorFischer,Happening now I m chairing a Transportation amp Safety Subcommittee hearing on rural infrastructure development programs Tune in here,0.0,"['happening', 'transportation amp', 'safety subcommittee', 'rural infrastructure development programs tune']"
32,SenatorFischer,Thanks to VP Brenda for sharing why the RealMeatAct is so important for NE The facts are clear you cannot live in Nebraska and not be affected by the waxing and waning economics of the beef industry WomeninAg cc,0.2090909090909091,"['thanks', 'vp brenda', 'realmeatact', 'nebraska', 'beef industry', 'womeninag']"
33,SenatorFischer,Thank you for your hard work on the Never Again Education Act which just passed the House As we commemorate the 75th anniversary of the liberation of Auschwitz this bill will help educate our middle and high school students about the horrors of the Holocaust,-0.043888888888888894,"['thank', 'hard work', 'never', 'education act', 'auschwitz', 'high school students', 'holocaust']"
34,SenatorFischer,Today on the 75th anniversary of the liberation of Auschwitz we pause to remember the lives lost during this dark time in history We must always stand against anti Semitism and hatred and pledge this never happens again HolocaustRemembranceDay WeRemember,-0.15,"['auschwitz', 'dark time', 'semitism', 'holocaustremembranceday weremember']"
35,SenSasse,This tweet is simply drunk partisanship Gen Soleimani has killed hundreds and hundreds of Americans and was actively plotting more This commander in chief any C in C has an obligation to defend America by killing this bastard,-0.08333333333333331,"['drunk partisanship', 'gen soleimani', 'america']"
36,SenSasse,,0.0,[]
37,SenSasse,you re parroting communist propaganda China is running torture camps and you know it GoogleUyghurs,-0.1,"['communist propaganda', 'china', 'torture camps', 'googleuyghurs']"
38,SenSasse, Sen Ben Sasse issued a fresh statement Thursday urging Trump to reconsider President Trump his Syria policy citing past Kurd,0.024999999999999994,"['sen ben sasse', 'fresh statement', 'trump', 'trump', 'syria', 'kurd']"
39,SenSasse,Congratulations to the University of Nebraska on being the first school in the nation with home stadiums in both the Big Ten and the Pac 12,0.08333333333333333,"['congratulations', 'nebraska', 'ten', 'pac']"
40,SenatorHassan,11 years ago today President Obama signed the Lilly Ledbetter Fair Pay Act into law Despite this significant step women especially women of color still don t get equalpay for equal work We must keep working to end pay discrimination,0.26875,"['obama', 'lilly ledbetter', 'pay', 'significant step women', 'don t', 'equal work']"
41,SenatorHassan,Granite Staters are always going above and beyond to give back to their communities It s one of the things that makes me so proud to represent New Hampshire Earlier this month I got to thank a few of our 2019 Granite Staters in person Watch now,0.12272727272727273,"['granite staters', 'hampshire', 'granite staters', 'watch']"
42,SenatorHassan,Christa believed Space is for everybody It s not just for a few people in science or math or for a select group of astronauts That s our new frontier out there and it s everybody s business to know about space In her honor we must all continue to reach for the stars 3 3,-0.03181818181818183,"['christa', 'select group', 'new frontier', 's business']"
43,SenatorHassan,But Christa s legacy continues to live on Last year I worked with to create a commemorative coin in her honor Its proceeds support STEM education her life s passion 2 2,0.06818181818181818,"['christa', 's legacy', 'commemorative coin', 'proceeds support', 'stem', 'life s passion']"
44,SenatorHassan,Today marks the 34th anniversary of the tragic Challenger explosion that killed seven crew members including New Hampshire s Christa McAuliffe 1 2,-0.2712121212121212,"['34th anniversary', 'challenger', 'crew members', 'hampshire', 'christa mcauliffe']"
45,SenatorShaheen,Honored to have Chief Michael Carignan join me as my State of the Union guest to help bring attention to the growing crisis of suicide among first responders,0.25,"['honored', 'michael carignan', 'union guest']"
46,SenatorShaheen,Here s the story of how the wife of a Navy Commander from Manchester NH and I worked on bipartisan legislation that is now law to cut red tape for military spouses You can read all about it in,-0.05,"['commander', 'manchester nh', 'bipartisan legislation', 'red tape', 'military spouses']"
47,SenatorShaheen,Now that s a good dog,0.7,['good dog']
48,SenatorShaheen,All animals deserve to be treated humanely I m proud to receive a perfect score on s 2019 Humane Scorecard and will continue to work to pass common sense legislation in the Senate protecting animals from cruelty and abuse,0.5,"['animals deserve', 'perfect score', 'humane scorecard', 'common sense legislation']"
49,SenatorShaheen,I thank for her leadership in driving this bill forward in the House This legislation helps fulfill a key U S foreign policy priority and needs to bring it to the Senate floor for a vote Read more here,0.125,"['foreign policy priority', 'senate floor', 'read']"
50,SenBooker,NEW TIME Today at 11 30AM and I are going LIVE on Facebook to answer your questions about the impeachment proceedings Please join us,0.13636363636363635,"['new time', 'live', 'facebook', 'impeachment proceedings', 'please']"
51,SenBooker, The president of the United States is not a monarch He s not a dictator,0.0,[]
52,SenBooker,Instead of responding to the evidence presented by the House Managers the President s lawyers focused on conspiracy theories and false accusations about the process Meanwhile details emerge daily about Trump s misconduct We need to hear from John Bolton and other witnesses,-0.17500000000000004,"['managers', 'president s lawyers', 'conspiracy theories', 'false accusations', 'trump', 's misconduct', 'john bolton']"
53,SenBooker,If you have a question submit it here,0.0,['question submit']
54,SenBooker,Americans deserve a fair and transparent impeachment trial That s why and I will be going live on Facebook to answer your questions about the trial proceedings Tune in tomorrow at 11 15 AM,0.41818181818181815,"['transparent impeachment trial', 'facebook', 'trial proceedings tune']"
